#NAME	CHROM	STRAND	TX_START	TX_END
STK10	5	-	172042072	172188386
EFCAB9	5	+	172194171	172203452
UBTD2	5	-	172209639	172284071
SH3PXD2B	5	-	172333498	172454523
NEURL1B	5	+	172641265	172691540
DUSP1	5	-	172768089	172771195
ERGIC1	5	+	172834274	172952685
RPL26L1	5	+	172959459	172969718
ATP6V0E1	5	+	172983830	173020557
CREBRF	5	+	173056351	173139284
BNIP1	5	+	173144514	173164387
NKX2-5	5	-	173232108	173235357
STC2	5	-	173314712	173329503
BOD1	5	-	173607513	173616660
CPEB4	5	+	173888279	173961976
C5orf47	5	+	173989158	174006140
HMP19	5	+	174046658	174107505
MSX2	5	+	174724532	174730893
DRD1	5	-	175440038	175444208
SFXN1	5	+	175478394	175529742
HRH2	5	+	175683233	175684313
CPLX2	5	+	175878205	175880053
THOC3	5	-	175959526	175968299
FAM153B	5	+	176063536	176114798
SIMC1	5	+	176238366	176345989
KIAA1191	5	-	176347493	176361761
ARL10	5	+	176365467	176381909
NOP16	5	-	176383945	176388975
HIGD2A	5	+	176388746	176389771
CLTB	5	-	176392454	176416569
FAF2	5	+	176448354	176510074
RNF44	5	-	176526696	176537420
CDHR2	5	+	176565305	176595697
GPRIN1	5	-	176595801	176610133
SNCB	5	-	176620784	176630000
EIF4E1B	5	+	176641671	176646607
TSPAN17	5	+	176647567	176659053
UNC5A	5	+	176810476	176880895
HK3	5	-	176880870	176899332
UIMC1	5	-	176905049	177006751
ZNF346	5	+	177022695	177065985
FGFR4	5	+	177086913	177097732
NSD1	5	+	177133924	177300215
RAB24	5	-	177301463	177303708
PRELID1	5	+	177303773	177306959
MXD3	5	-	177307434	177312757
LMAN2	5	-	177331561	177351852
RGS14	5	+	177357836	177372601
SLC34A1	5	+	177384443	177398848
PFN3	5	-	177400106	177400636
F12	5	-	177402139	177409576
GRK6	5	+	177426677	177442830
PRR7	5	+	177448333	177456268
DBN1	5	-	177456607	177473741
PDLIM7	5	-	177483395	177497583
DOK3	5	-	177503749	177509857
DDX41	5	-	177511576	177517469
FAM193B	5	-	177519787	177554507
TMED9	5	+	177592157	177596124
B4GALT7	5	+	177600099	177610347
FAM153A	5	-	177723363	177780676
PROP1	5	-	177992234	177996242
FAM153C	5	+	178030523	178046895
N4BP3	5	+	178113442	178126087
RMND5B	5	+	178130995	178150565
NHP2	5	-	178149459	178153967
HNRNPAB	5	+	178204570	178211142
PHYKPL	5	-	178208496	178232785
COL23A1	5	-	178237617	178590555
CLK4	5	-	178602663	178627114
ZNF354A	5	-	178711591	178730702
ZNF354B	5	+	178859952	178885028
ZFP2	5	+	178912705	178933053
ZNF454	5	+	178941222	178966217
GRM6	5	-	178981656	178995298
ZNF879	5	+	179023751	179035064
ZNF354C	5	+	179060414	179083537
ADAMTS2	5	-	179110850	179345430
RUFY1	5	+	179550557	179610026
HNRNPH1	5	-	179614178	179624669
CBY3	5	-	179678582	179680974
CANX	5	+	179698905	179730925
MAML1	5	+	179732849	179777286
LTC4S	5	+	179793985	179796512
MGAT4B	5	-	179797596	179806934
SQSTM1	5	+	179820758	179838078
C5orf45	5	-	179837275	179858887
TBC1D9B	5	-	179862065	179907856
RNF130	5	-	179955066	180072118
RASGEF1C	5	-	180100803	180138349
MAPK9	5	-	180233593	180292071
GFPT2	5	-	180300689	180353387
CNOT6	5	+	180494506	180578349
SCGB3A1	5	-	180590102	180591540
FLT4	5	-	180601505	180649624
OR2Y1	5	-	180739041	180740099
MGAT1	5	-	180791481	180803904
ZFP62	5	-	180847614	180861276
BTNL8	5	+	180899076	180950906
BTNL3	5	+	180988844	181006727
BTNL9	5	+	181040224	181061523
OR2V1	5	-	181124356	181125304
OR2V2	5	+	181154942	181155890
TRIM7	5	-	181193923	181205172
TRIM41	5	+	181223289	181235809
GNB2L1	5	-	181236936	181244209
TRIM52	5	-	181255146	181261118
OR4F3	5	+	181367267	181368262
DUSP22	6	+	292461	351353
IRF4	6	+	391738	411447
EXOC2	6	-	485132	693111
HUS1B	6	-	655938	656963
FOXQ1	6	+	1312472	1314187
FOXF2	6	+	1389833	1395597
FOXC1	6	+	1609971	1613897
GMDS	6	-	1623805	2245692
MYLK4	6	-	2663628	2750966
WRNIP1	6	+	2765431	2785744
SERPINB1	6	-	2832331	2842006
SERPINB9	6	-	2887265	2903280
SERPINB6	6	-	2948158	2971856
NQO2	6	+	3000157	3019762
RIPK1	6	+	3076823	3115187
BPHL	6	+	3118691	3153578
TUBB2A	6	-	3153668	3157526
TUBB2B	6	-	3224260	3227735
PSMG4	6	+	3258893	3268049
SLC22A23	6	-	3269457	3456559
PXDC1	6	-	3722619	3752026
FAM50B	6	+	3849387	3851317
PRPF4B	6	+	4021325	4061907
FAM217A	6	-	4068361	4079221
C6orf201	6	+	4079208	4130951
ECI2	6	-	4115688	4135597
CDYL	6	+	4776434	4954256
RPP40	6	-	4994731	5004047
PPP1R3G	6	+	5084580	5089487
LYRM4	6	-	5102592	5260939
FARS2	6	+	5261525	5771580
NRN1	6	-	5998001	6007605
F13A1	6	-	6144084	6320834
LY86	6	+	6588668	6654631
RREB1	6	+	7107807	7251980
SSR1	6	-	7281142	7313207
CAGE1	6	-	7326683	7389709
RIOK1	6	+	7389495	7418037
DSP	6	+	7541574	7586717
SNRNP48	6	+	7590198	7611967
BMP6	6	+	7726796	7881422
TXNDC5	6	-	7881516	7910814
BLOC1S5	6	-	8015809	8064376
EEF1E1	6	-	8079394	8102578
SLC35B3	6	-	8413067	8435483
OFCC1	6	-	9707761	9939319
TFAP2A	6	-	10398012	10416190
GCNT2	6	+	10585745	10629368
C6orf52	6	-	10671421	10687550
PAK1IP1	6	+	10694694	10709782
TMEM14C	6	+	10722974	10731129
TMEM14B	6	+	10747758	10756981
MAK	6	-	10762722	10838531
GCM2	6	-	10873222	10881941
SYCP2L	6	+	10886830	10974309
ELOVL2	6	-	10980758	11044314
SMIM13	6	+	11094032	11138733
ERVFRD-1	6	-	11102490	11105674
NEDD9	6	-	11183297	11232682
TMEM170B	6	+	11538277	11583524
ADTRP	6	-	11713523	11779170
HIVEP1	6	+	12012337	12164999
EDN1	6	+	12290362	12297194
PHACTR1	6	+	12716804	13290484
TBC1D7	6	-	13304950	13328531
GFOD1	6	-	13357829	13487555
SIRT5	6	+	13574642	13614558
NOL7	6	+	13615326	13621205
RANBP9	6	-	13621497	13711564
MCUR1	6	-	13786556	13814568
RNF182	6	+	13925192	13980008
CD83	6	+	14117640	14136918
JARID2	6	+	15246295	15522021
DTNBP1	6	-	15522800	15663042
MYLIP	6	+	16129124	16146881
GMPR	6	+	16238579	16295549
ATXN1	6	-	16299111	16761490
STMND1	6	+	17102257	17131372
RBM24	6	+	17281345	17293875
CAP2	6	+	17393215	17557792
FAM8A1	6	+	17600354	17611719
NUP153	6	-	17615037	17706387
KIF13A	6	-	17763692	17987569
NHLRC1	6	-	18121418	18122606
TPMT	6	-	18128310	18155074
KDM1B	6	+	18155451	18223853
DEK	6	-	18223867	18264823
RNF144B	6	+	18387349	18468874
ID4	6	+	19837385	19840684
MBOAT1	6	-	20102144	20212399
E2F3	6	+	20402166	20493715
CDKAL1	6	+	20546340	21232404
SOX4	6	+	21592768	21598619
PRL	6	-	22287250	22297501
HDGFL1	6	+	22569492	22571666
NRSN1	6	+	24126185	24147529
DCDC2	6	-	24171755	24358052
KAAG1	6	+	24356902	24358284
MRS2	6	+	24402953	24425582
GPLD1	6	-	24428176	24489622
ALDH5A1	6	+	24494851	24537207
KIAA0319	6	-	24545421	24646012
TDP2	6	-	24649976	24667033
ACOT13	6	+	24667070	24705046
C6orf62	6	-	24704860	24720836
GMNN	6	+	24775412	24786093
C6orf229	6	-	24797320	24798889
RP3-369A17.6	6	-	24797372	24809798
FAM65B	6	-	24804284	24910967
LRRC16A	6	+	25279427	25620530
SCGN	6	+	25652235	25701783
HIST1H2AA	6	-	25726131	25726527
HIST1H2BA	6	+	25726908	25727292
SLC17A4	6	+	25754698	25781191
SLC17A1	6	-	25798582	25832041
SLC17A3	6	-	25845099	25882286
SLC17A2	6	-	25912753	25930611
TRIM38	6	+	25962801	25991226
HIST1H1A	6	-	26017084	26017732
HIST1H3A	6	+	26020489	26020900
HIST1H4A	6	+	26021678	26021990
HIST1H4B	6	-	26026814	26027252
HIST1H3B	6	-	26031649	26032060
HIST1H2AB	6	-	26033175	26033568
HIST1H2BB	6	-	26043276	26043657
HIST1H3C	6	+	26045410	26045821
HIST1H1C	6	-	26055786	26056428
HFE	6	+	26087318	26098343
HIST1H4C	6	+	26103875	26104310
HIST1H1T	6	-	26107418	26108136
HIST1H2BC	6	-	26123355	26123926
HIST1H2AC	6	+	26124202	26139084
HIST1H1E	6	+	26156353	26157107
HIST1H2BD	6	+	26158145	26171349
HIST1H2BE	6	+	26183729	26184226
HIST1H4D	6	-	26188764	26189076
RP1-34B20.21	6	-	26196753	26199293
HIST1H3D	6	-	26196839	26197250
HIST1H2AD	6	-	26198850	26199243
HIST1H2BF	6	+	26199519	26200715
HIST1H4E	6	+	26204551	26206038
HIST1H2BG	6	-	26215158	26216692
HIST1H2AE	6	+	26216974	26217483
HIST1H3E	6	+	26225154	26225616
HIST1H1D	6	-	26234267	26234933
HIST1H4F	6	+	26240425	26240737
HIST1H4G	6	-	26246680	26246977
HIST1H3F	6	-	26250194	26250605
HIST1H2BH	6	+	26251650	26253710
HIST1H3G	6	-	26269404	26271815
HIST1H2BI	6	+	26272975	26273356
HIST1H4H	6	-	26285112	26285509
BTN3A2	6	+	26365265	26375816
BTN2A2	6	+	26383207	26393992
BTN3A1	6	+	26402236	26415216
BTN3A3	6	+	26440471	26453415
BTN2A1	6	+	26457924	26469637
BTN1A1	6	+	26501220	26510422
HMGN4	6	+	26538404	26546254
ABT1	6	+	26596951	26600744
ZNF322	6	-	26636290	26651496
HIST1H2BJ	6	-	27132369	27132750
HIST1H2AG	6	+	27133041	27135291
HIST1H4I	6	+	27138587	27139881
HIST1H2BK	6	-	27146417	27146798
HIST1H2AH	6	+	27147128	27147515
PRSS16	6	+	27247722	27256471
POM121L2	6	-	27309062	27312170
ZNF391	6	+	27388717	27403904
ZNF184	6	-	27450819	27472681
HIST1H2BL	6	-	27807443	27807931
HIST1H2AI	6	+	27808198	27808701
HIST1H3H	6	+	27810063	27811300
HIST1H2AJ	6	-	27814353	27814740
HIST1H2BM	6	+	27815043	27815424
HIST1H4J	6	+	27824107	27824480
HIST1H4K	6	-	27831215	27831527
HIST1H2AK	6	-	27837946	27838339
HIST1H2BN	6	+	27838661	27865798
HIST1H2AL	6	+	27865354	27865747
HIST1H1B	6	-	27866848	27867529
HIST1H3I	6	-	27871904	27872315
HIST1H4L	6	-	27873198	27873510
HIST1H3J	6	-	27890381	27890792
HIST1H2AM	6	-	27892756	27893149
HIST1H2BO	6	+	27893462	27893843
OR2B2	6	-	27911184	27912396
OR2B6	6	+	27957240	27958182
ZNF165	6	+	28080974	28089563
ZSCAN16	6	+	28124559	28130082
ZKSCAN8	6	+	28141937	28159472
ZSCAN9	6	+	28225291	28233482
ZKSCAN4	6	-	28244622	28252224
NKAPL	6	+	28259319	28260958
RP5-874C20.8	6	+	28267120	28281580
ZSCAN26	6	+	28267152	28277530
PGBD1	6	+	28281571	28302549
ZSCAN31	6	-	28324946	28336165
ZKSCAN3	6	+	28349949	28369170
ZSCAN12	6	-	28379218	28399731
ZSCAN23	6	-	28432654	28443467
GPX6	6	-	28503295	28515793
GPX5	6	+	28525924	28534952
ZBED9	6	-	28571629	28587335
TRIM27	6	-	28903001	28923989
ZNF311	6	-	28994784	29005260
OR2W1	6	-	29044212	29045240
OR2B3	6	-	29086306	29087313
OR2J3	6	+	29111890	29112826
OR2J2	6	+	29173302	29174574
OR14J1	6	+	29306689	29307655
OR5V1	6	-	29355229	29431967
OR12D3	6	-	29373422	29375291
OR12D2	6	+	29396699	29397623
OR11A1	6	-	29425503	29457071
OR10C1	6	+	29440015	29440954
OR2H1	6	+	29461439	29462733
MAS1L	6	-	29486696	29487956
UBD	6	-	29555514	29559925
OR2H2	6	+	29587454	29589038
GABBR1	6	-	29602237	29633185
MOG	6	+	29657209	29671718
ZFP57	6	-	29672391	29677154
HLA-F	6	+	29723278	29727296
HLA-G	6	+	29827820	29831125
HLA-A	6	+	29942469	29945884
ZNRD1	6	+	30061262	30064909
PPP1R11	6	+	30067087	30070333
RNF39	6	-	30070265	30075887
TRIM31	6	-	30102896	30113106
TRIM40	6	+	30137009	30148735
TRIM10	6	-	30151944	30160934
TRIM15	6	+	30163215	30172696
TRIM26	6	-	30184454	30213427
TRIM39	6	+	30328888	30343729
TRIM39-RPP21	6	+	30328906	30346854
RPP21	6	+	30345158	30346857
HLA-E	6	+	30489466	30494205
GNL1	6	-	30541376	30557174
PRR3	6	+	30556885	30563723
ABCF1	6	+	30571375	30591532
PPP1R10	6	-	30600399	30617244
MRPS18B	6	+	30617708	30626395
ATAT1	6	+	30626885	30644679
C6orf136	6	+	30647072	30653210
DHX16	6	-	30653118	30673037
PPP1R18	6	-	30676390	30687895
NRM	6	-	30688049	30691308
MDC1	6	-	30699806	30717889
TUBB	6	+	30720200	30725426
FLOT1	6	-	30727708	30742733
IER3	6	-	30743198	30744554
DDR1	6	+	30888388	30900156
GTF2H4	6	+	30908220	30914106
VARS2	6	+	30914204	30926459
SFTA2	6	-	30931352	30932175
DPCR1	6	+	30940971	30954221
MUC21	6	+	30983717	30989903
MUC22	6	+	31010473	31035402
C6orf15	6	-	31111222	31112559
PSORS1C1	6	+	31114830	31140092
CDSN	6	-	31115089	31120446
PSORS1C2	6	-	31137535	31139350
CCHCR1	6	-	31142438	31158238
TCF19	6	+	31158546	31164215
POU5F1	6	-	31164336	31170693
HCG27	6	+	31197759	31203968
HLA-C	6	-	31268748	31272086
HLA-B	6	-	31353871	31357187
MICA	6	+	31403578	31415315
MICB	6	+	31498114	31511124
MCCD1	6	+	31528716	31530232
DDX39B	6	-	31530218	31542448
ATP6V1G2	6	-	31544461	31546844
NFKBIL1	6	+	31547580	31558829
LTA	6	+	31572282	31574324
TNF	6	+	31575566	31578336
LTB	6	-	31580554	31582425
LST1	6	+	31587053	31588909
NCR3	6	-	31588894	31592985
AIF1	6	+	31615183	31617021
PRRC2A	6	+	31620724	31637771
BAG6	6	-	31639027	31652705
APOM	6	+	31655470	31658210
C6orf47	6	-	31658297	31660772
GPANK1	6	-	31662075	31665861
XXbac-BPG32J3.22	6	+	31666101	31673546
CSNK2B	6	+	31666354	31670070
LY6G5B	6	+	31670166	31673546
LY6G5C	6	-	31676739	31680377
ABHD16A	6	-	31686948	31703444
XXbac-BPG32J3.20	6	-	31686961	31714072
LY6G6F	6	+	31706884	31710595
XXbac-BPG32J3.19	6	+	31706903	31717918
LY6G6E	6	-	31712335	31713812
LY6G6D	6	+	31715355	31717804
LY6G6C	6	-	31718647	31721845
C6orf25	6	+	31723383	31725181
DDAH2	6	-	31727037	31730617
CLIC1	6	-	31730582	31736545
MSH5	6	+	31739950	31762676
SAPCD1	6	+	31762995	31764851
VWA7	6	-	31765589	31777294
VARS	6	-	31777517	31795953
LSM2	6	-	31797395	31806984
HSPA1L	6	-	31809618	31815065
HSPA1A	6	+	31815463	31817946
HSPA1B	6	+	31827734	31830255
C6orf48	6	+	31836842	31839764
NEU1	6	-	31859051	31862906
SLC44A4	6	-	31863191	31879001
EHMT2	6	-	31879758	31897222
ZBTB12	6	-	31899606	31901992
C2	6	+	31927476	31945672
XXbac-BPG116M5.17	6	+	31927697	31952048
CFB	6	+	31945708	31952084
NELFE	6	-	31952086	31959110
SKIV2L	6	+	31959079	31969755
DXO	6	-	31969843	31971984
STK19	6	+	31971943	31981446
C4A	6	+	31982023	32002681
AL645922.1	6	-	32006167	32007104
C4B	6	+	32014761	32035418
CYP21A2	6	+	32038264	32041670
TNXB	6	-	32041153	32109374
ATF6B	6	-	32115263	32128240
FKBPL	6	-	32128706	32130291
PRRT1	6	-	32148358	32151952
PPT2	6	+	32153522	32163678
EGFL8	6	+	32164604	32168281
AGPAT1	6	-	32168211	32178096
RNF5	6	+	32178353	32180793
AGER	6	-	32180967	32184324
PBX2	6	-	32184740	32190186
GPSM3	6	-	32190765	32195523
NOTCH4	6	-	32194842	32224067
C6orf10	6	-	32292697	32371879
BTNL2	6	-	32393962	32407128
HLA-DRA	6	+	32439841	32445046
HLA-DRB5	6	-	32517342	32530287
HLA-DRB1	6	-	32578768	32589848
HLA-DQA1	6	+	32637419	32643017
HLA-DQB1	6	-	32659466	32668383
HLA-DQA2	6	+	32741341	32747215
HLA-DQB2	6	-	32756097	32763534
HLA-DOB	6	-	32812762	32817048
XXbac-BPG246D15.9	6	-	32813766	32838822
TAP2	6	-	32825414	32838780
PSMB8	6	-	32840716	32844047
TAP1	6	-	32845208	32853978
PSMB9	6	+	32854160	32859585
HLA-DMB	6	-	32934628	32941070
XXbac-BPG181M17.5	6	-	32937363	32953122
HLA-DMA	6	-	32948612	32953122
BRD2	6	+	32970887	32981505
HLA-DOA	6	-	33004177	33009612
HLA-DPA1	6	-	33064568	33080710
HLA-DPB1	6	+	33075925	33087201
COL11A2	6	-	33162680	33192499
RXRB	6	-	33193587	33200688
SLC39A7	6	+	33200872	33204439
HSD17B8	6	+	33204641	33206831
RING1	6	+	33208494	33212722
VPS52	6	-	33250271	33271894
RPS18	6	+	33272009	33276510
B3GALT4	6	+	33277131	33278825
WDR46	6	-	33279107	33289527
PFDN6	6	+	33289596	33290934
RGL2	6	-	33291653	33299324
TAPBP	6	-	33303572	33314212
ZBTB22	6	-	33314417	33317735
DAXX	6	-	33318557	33323014
KIFC1	6	+	33391535	33409924
PHF1	6	+	33410960	33416453
CUTA	6	-	33416618	33418070
SYNGAP1	6	+	33420069	33457541
ZBTB9	6	+	33454578	33457548
BAK1	6	-	33572551	33580242
ITPR3	6	+	33621378	33696569
UQCC2	6	-	33696760	33711727
IP6K3	6	-	33722396	33746905
LEMD2	6	-	33771221	33789119
MLN	6	-	33794672	33804011
GRM4	6	-	34021850	34146080
HMGA1	6	+	34236872	34246231
C6orf1	6	-	34246484	34248989
NUDT3	6	-	34279678	34392674
RPS10-NUDT3	6	-	34288769	34426048
RPS10	6	-	34417465	34426041
PACSIN1	6	+	34514871	34535221
SPDEF	6	-	34537801	34556314
C6orf106	6	-	34587287	34696847
SNRPC	6	+	34757405	34773794
UHRF1BP1	6	+	34792079	34877514
TAF11	6	-	34877777	34888089
ANKS1A	6	+	34889264	35091413
TCP11	6	-	35118076	35141410
SCUBE3	6	+	35214418	35253079
ZNF76	6	+	35259671	35295985
DEF6	6	+	35297851	35321771
PPARD	6	+	35342613	35428178
FANCE	6	+	35452360	35467103
RPL10A	6	+	35468407	35470785
TEAD3	6	-	35473596	35497076
TULP1	6	-	35497873	35512938
FKBP5	6	-	35573589	35688937
ARMC12	6	+	35737081	35748908
CLPSL2	6	+	35776618	35779552
CLPSL1	6	+	35781016	35788152
CLPS	6	-	35794981	35797311
LHFPL5	6	+	35805292	35824075
SRPK1	6	-	35832965	35921342
SLC26A8	6	-	35943520	36024588
MAPK14	6	+	36027710	36111236
MAPK13	6	+	36130320	36140065
BRPF3	6	+	36196743	36232790
PNPLA1	6	+	36243202	36308595
C6orf222	6	-	36315756	36336885
ETV7	6	-	36366193	36387783
PXT1	6	-	36390550	36442889
KCTD20	6	+	36442766	36491143
STK38	6	-	36493891	36547470
SRSF3	6	+	36594591	36602197
CDKN1A	6	+	36678720	36685924
RAB44	6	+	36697850	36733183
CPNE5	6	-	36740777	36840002
PPIL1	6	-	36854826	36875024
C6orf89	6	+	36885863	36923522
PI16	6	+	36954432	36964837
MTCH1	6	-	36968140	36986298
FGD2	6	+	37005646	37029070
PIM1	6	+	37170202	37175426
TMEM217	6	-	37212180	37257596
TBC1D22B	6	+	37257771	37332970
RNF8	6	+	37353971	37394738
CMTR1	6	+	37433219	37481506
CCDC167	6	-	37482919	37499922
MDGA1	6	-	37630678	37697990
ZFAND3	6	+	37819498	38154624
BTBD9	6	-	38168450	38639924
GLO1	6	-	38675924	38703141
DNAH8	6	+	38715340	39030519
GLP1R	6	+	39048797	39087743
SAYSD1	6	-	39104063	39115189
KCNK5	6	-	39188972	39229450
KCNK17	6	-	39299000	39314553
KCNK16	6	-	39316170	39322588
KIF6	6	-	39329989	39725405
DAAM2	6	+	39792996	39904877
MOCS1	6	-	39906356	39927587
LRFN2	6	-	40391585	40587465
UNC5CL	6	-	41028370	41035135
TSPO2	6	+	41042717	41044212
APOBEC2	6	+	41053303	41064511
OARD1	6	-	41067180	41071840
NFYA	6	+	41072944	41099976
TREML1	6	-	41149602	41154332
TREM2	6	-	41158506	41163176
TREML2	6	-	41190276	41201194
TREML4	6	+	41228338	41237100
TREM1	6	-	41275203	41286719
NCR2	6	+	41335788	41350887
FOXP4	6	+	41546572	41599959
MDFI	6	+	41638446	41654246
TFEB	6	-	41683979	41735608
PGC	6	-	41736710	41747397
FRS3	6	-	41770175	41779900
PRICKLE4	6	+	41783473	41787129
TOMM6	6	+	41787664	41789896
USP49	6	-	41789897	41871637
MED20	6	-	41905353	41921099
BYSL	6	+	41921187	41933046
CCND3	6	-	41934932	41941848
TAF8	6	+	42050523	42083274
C6orf132	6	-	42101117	42142444
RP1-139D8.6	6	+	42155445	42163418
GUCA1A	6	+	42173290	42180049
GUCA1B	6	-	42184400	42194916
MRPS10	6	-	42206800	42217865
TRERF1	6	-	42225224	42452045
UBR2	6	+	42564061	42693504
PRPH2	6	-	42696599	42722574
TBCC	6	-	42744480	42746096
GLTSCR1L	6	+	42821055	42868558
RPL7L1	6	+	42879681	42889925
C6orf226	6	-	42890264	42890816
PTCRA	6	+	42915988	42925835
CNPY3	6	+	42929199	42939287
GNMT	6	+	42960757	42963880
PEX6	6	-	42963869	42979220
PPP2R5D	6	+	42984498	43012342
MEA1	6	-	43012093	43013968
KLHDC3	6	+	43014212	43021298
RRP36	6	+	43021644	43029597
CUL7	6	-	43037616	43053699
MRPL2	6	-	43054028	43059806
KLC4	6	+	43059856	43075093
PTK7	6	+	43076267	43161719
SRF	6	+	43171298	43181507
CUL9	6	+	43182174	43224587
DNPH1	6	-	43225628	43229484
TTBK1	6	+	43243679	43288259
SLC22A7	6	+	43298263	43305538
CRIP3	6	-	43305471	43308797
ZNF318	6	-	43336069	43369443
ABCC10	6	+	43431750	43450425
DLK2	6	-	43450353	43456632
TJAP1	6	+	43477572	43506553
LRRC73	6	-	43506968	43510686
YIPF3	6	-	43511826	43516990
POLR1C	6	+	43517021	43521526
XPO5	6	-	43522329	43576075
POLH	6	+	43576149	43615660
GTPBP2	6	-	43620489	43629162
MAD2L1BP	6	+	43635818	43640952
RSPH9	6	+	43645045	43672599
MRPS18A	6	-	43671302	43687791
VEGFA	6	+	43770706	43784949
C6orf223	6	+	44000599	44005958
MRPL14	6	-	44113453	44127457
TMEM63B	6	+	44127638	44155518
CAPN11	6	+	44158810	44184402
SLC29A1	6	+	44227138	44234141
HSP90AB1	6	+	44247865	44253883
SLC35B2	6	-	44254105	44257554
NFKBIE	6	-	44258165	44265788
TMEM151B	6	+	44270465	44279444
TCTE1	6	-	44278742	44297688
AARS2	6	-	44299653	44313326
SPATS1	6	+	44342748	44377167
CDC5L	6	+	44387524	44450426
SUPT3H	6	-	44828844	45377933
RUNX2	6	+	45328368	45551079
CLIC5	6	-	45901760	46015849
ENPP4	6	+	46129992	46146699
ENPP5	6	-	46160414	46170971
RCAN2	6	-	46220735	46325668
CYP39A1	6	-	46549803	46652786
SLC25A27	6	+	46652940	46678193
TDRD6	6	+	46688128	46702413
PLA2G7	6	-	46704316	46735693
ANKRD66	6	+	46746916	46759506
MEP1A	6	+	46793389	46839778
ADGRF5	6	-	46852598	46954943
ADGRF1	6	-	46997702	47042363
TNFRSF21	6	-	47231531	47309905
CD2AP	6	+	47477788	47627263
ADGRF2	6	+	47656486	47682686
ADGRF4	6	+	47698552	47722021
OPN5	6	+	47782038	47824699
PTCHD4	6	-	47878027	48068689
MUT	6	-	49430359	49463191
CENPQ	6	+	49463377	49493107
GLYATL3	6	+	49499957	49527047
C6orf141	6	+	49550645	49552095
RHAG	6	-	49605157	49636839
CRISP2	6	-	49692359	49713561
CRISP3	6	-	49727383	49744414
PGK2	6	-	49785650	49787307
CRISP1	6	-	49834859	49877096
DEFB133	6	-	49946100	49949444
DEFB114	6	-	49960248	49964105
DEFB113	6	-	49968676	49969625
DEFB110	6	-	50018842	50021981
DEFB112	6	-	50043574	50048651
TFAP2D	6	+	50713827	50772988
TFAP2B	6	+	50818722	50847613
PKHD1	6	-	51615299	52087625
IL17A	6	+	52186386	52190638
IL17F	6	-	52236680	52244537
MCM3	6	-	52264008	52284751
PAQR8	6	+	52362445	52407691
EFHC1	6	+	52420307	52495785
TRAM2	6	-	52497401	52576915
TMEM14A	6	+	52671108	52686588
GSTA2	6	-	52750088	52763569
GSTA1	6	-	52791663	52803910
GSTA5	6	-	52831741	52846095
GSTA3	6	-	52896638	52909685
GSTA4	6	-	52978463	52995170
ICK	6	-	53001310	53061802
FBXO9	6	+	53065458	53099603
GCM1	6	-	53126963	53148829
ELOVL5	6	-	53267398	53349007
GCLC	6	-	53497340	53545129
KLHL31	6	-	53651597	53655272
LRRC1	6	+	53794979	53924121
MLIP	6	+	54018915	54266280
TINAG	6	+	54308454	54390152
FAM83B	6	+	54846770	54942022
HCRTR2	6	+	55174251	55282620
GFRAL	6	+	55327468	55402493
HMGCLL1	6	-	55434368	55579214
BMP5	6	-	55753644	55875564
COL21A1	6	-	56056589	56247746
DST	6	-	56458967	56843153
BEND6	6	+	56955291	57027342
KIAA1586	6	+	57046548	57055225
ZNF451	6	+	57090029	57170201
BAG2	6	+	57172325	57189833
RAB23	6	-	57188782	57221407
PRIM2	6	+	57317623	57646849
AL356135.1	6	-	61585945	61587035
KHDRBS2	6	-	61679959	62286227
FKBP1C	6	+	63211445	63213024
LGSN	6	-	63279635	63319977
PTP4A1	6	+	63576487	63581462
PHF3	6	+	63646525	63714509
EYS	6	-	63720595	65495410
ADGRB3	6	+	68638675	69388891
LMBRD1	6	-	69675801	69797111
COL19A1	6	+	69866570	70209976
COL9A1	6	-	70215060	70303083
FAM135A	6	+	70413565	70561024
SDHAF4	6	+	70566916	70589569
SMAP1	6	+	70667775	70861166
B3GAT2	6	-	70856678	70957038
OGFRL1	6	+	71288802	71308950
RIMS1	6	+	71887023	72400714
KCNQ5	6	+	72622080	73198851
KHDC1L	6	-	73223543	73225452
KHDC1	6	-	73241316	73263184
DPPA5	6	-	73353061	73354295
KHDC3L	6	+	73362676	73364171
OOEP	6	-	73368755	73369792
DDX43	6	+	73394747	73417569
MB21D1	6	-	73423708	73452276
MTO1	6	+	73461577	73509236
EEF1A1	6	-	73517520	73521721
SLC17A5	6	-	73593378	73654155
CD109	6	+	73696103	73828313
COL12A1	6	-	75084325	75206051
COX7A2	6	-	75237683	75244009
TMEM30A	6	-	75252923	75284968
FILIP1	6	-	75308083	75493738
SENP6	6	+	75601508	75715904
MYO6	6	+	75749331	75916612
IMPG1	6	-	75921114	76072678
HTR1B	6	-	77462204	77463464
MEI4	6	+	77690657	77926974
IRAK1BP1	6	+	78867471	78903102
PHIP	6	-	78935866	79078236
HMGN3	6	-	79201244	79234689
LCA5	6	-	79484990	79537430
SH3BGRL2	6	+	79631282	79703659
ELOVL4	6	-	79914811	79947580
AL133475.1	6	-	80001401	80001907
TTK	6	+	80004604	80042527
BCKDHB	6	+	80106646	80346270
FAM46A	6	-	81745729	81752708
IBTK	6	-	82169982	82247754
TPBG	6	+	82364243	82367417
UBE3D	6	-	82892397	83065841
DOPEY1	6	+	83067665	83168719
AL139333.1	6	+	83072972	83073135
PGM3	6	-	83164872	83193293
